Melinda and her brother Ty were playing by the creek.,"It was their favorite play spot, and they went there every day.","But on that day the creek was overflowing, and I fell in.","Melinda was scared, but sprung forward and grabbed his hair!","After he was pulled out, Ty had a headache but was glad to be alive."
Four masked bandits entered the restaurant.,Each was brandishing a gun.,The tallest bandit demanded everyone to the floor.,The shortest bandit emptied the cash registers and the safe.,"All four left with no one getting hurt, and fled in a black suv."
Jennifer wanted to take her three kids on a vacation to Disneyland.,"A single mom, she worked three jobs to save enough money.","After earning enough money, she bought non-refundable plane tickets.","The family set off for the airport, excited for their vacation.",Then their car broke down on the highway and they missed their flight.
Willard seeks health through foods.,He knows they're good for him if they have the right label.,"He religiously buys organic, and nothing else.","Willard is baffled, though.",His health is as poor as it has always been.
Jamie had never ridden horses before.,He got the first chance over the weekend.,It was at a local ranch.,He was nervous but things went well.,The instructor commended Jamie on his skills.
Mary was driving on the highway in her car.,She saw a man standing next to his car on the side of the road.,She pulled over and he told her he has a flat tire.,He told Mary that he doesn't know how to change a tire himself.,Mary changed the tire and fought him how for next time.
It was Sophie's job to take the trash to the curb every week.,"One week she forgot it, and the full trash cans weren't emptied.","Her mom forgave her, but made it clear she had to do it next week.","But that day, Sophie's friends called and invited her to a movie.","The trash was forgotten again, and her mom grounded her."
Rodrick was misbehaving.,He jumped all over the house.,He threw his toys.,One of the toys broke the television.,His mother made him sit in time out.
Steve wanted a job!,He was fifteen and ready to work.,He applied at several stores near his home.,One of them hired him on!,"He was so happy to receive his first paycheck, he almost cried!"
Quentin loved making moving pictures.,He spent his childhood filming his friends talking and cussing.,"After film school, Quentin decided to make it his career.",He made films about his adult friends talking and cussing.,Quentin's latest movie is up for many awards.
The comedian took the stage and grabbed the microphone.,He began to tell a funny story about his past.,No one in the audience laughed at this story.,The comedian panicked and tried some of his best material.,The audience refused to even smile and so he left the stage.
Lily and Steve were a couple.,They had been dating for almost two Year's.,One day Steve upset Lily.,Lily decided to end things with Steve.,Lily and Steve broke up.
Late last night I awoke to a strange sound of a cupboard opening.,I didn't know if it was a person or something else.,I jumped out of bed and crept to my kitchen.,"I peeked around the corner, ready to strike if need be.","There I saw a stray cat had snuck in, and I sighed with relief."
Mary and Rob wanted to get some food.,They decided to go downtown.,They figured they'd go to their favorite restaurant.,Unfortunately it wasn't open during lunch.,They had to walk around for an hour before eating.
Marta had her first day of school starting today.,Her mother packed her lunch box and got her clothes ready.,She was excited at the thought of meeting new friends.,When she arrived she found someone to talk to.,They spent the entire day together.
Jason felt tired all the time.,He went to the Doctor about his energy level.,Jason had a sleep study performed and discovered he had sleep apnea.,Jason now uses a breathing machine at night.,Jason has much more energy since he uses a breathing machine.
Kaitlyn was seeing her favorite author one day.,She had drawn him some fan art and wanted to show him.,"When they met, he offered to sign her art.",She was completely ecstatic.,"From then on, she always loved the author."
Kyle's school was having a big bowling party to start the year.,"He was very excited, which made it hard to focus on school work.",The day finally arrived for the bowling party.,Kyle's family went to the alley where all his friends were.,Everyone had a great day bowling and seeing friends.
Abe feared rejection so much it was affecting his love life.,Every relationship he'd ever tried was doomed.,Then Abe paid a therapist to help him with his problem.,He met a lovely woman and got married.,Abe thought getting over the fear of rejection was great.
Ronnie was excited to be in the top two.,He made sure his last dish was his greatest.,When the judges came to judge they chose Ronnie.,Ronnie couldn't be more happier.,He started jumping for joy.
Jake loved to skateboard in the street,He skated all over the neighborhood he lived in.,Jake slipped one day and broke his arm.,He had to wear a cast for 6 weeks.,Jake is more careful now when he skateboards.
"This morning, like usual we left our house on time for school.",On the way there we come across a concrete truck stuck in the mud.,"There was just enough room to go around and continue on, so we did.",Then we came upon another truck laying sideways in the road.,"We were then forced to another route, what a morning!"
Jennifer stayed up too late with her boyfriend one night.,"When she woke up the next day, she knew it would be a hard one.",She was so tired and she struggled to focus.,She finally made it to the end of the day.,She decided she would never stay up that late on a work night again.
Vivienne and Ron are planning a trip.,They look up prices for exotic destinations.,They check airlines for the price of plane tickets.,They carefully construct their travel budget.,"Eventually, they decide to conserve money and drive to a nearby city."
I was hungry and there wasn't much food in the house.,I decided to ride my bike to the grocery store.,"Once at the store, I walked around and selected my groceries.",I went back to the front of the store and paid for my items.,I rode my bike back home and cooked spaghetti for dinner.
There is a candy factory down the street for me.,I decided to take a trip with my friends to visit.,When we got there we put on the outfits and walked around.,"Unfortunately though, we couldn't have samples.",Therefore we were disappointed.
Eva decided to do her friends' nails to make money for her prom dress.,She advertised her services at school.,Many girls lined up to have their nails done by her.,Soon she had earned over a hundred dollars.,"Eva bought a lovely prom dress, and her friends all had lovely nails!"
Mike played a fantasy card game with his friends every week.,"Every week, he managed to beat everyone and bragged often.","One day, someone new challenged Mike.","Mike was sure he could win, so he cockily accepted the challenge.","Mike was thoroughly beaten, and he learned to be more humble."
Allie loved the store Delias.,She shopped there everyday.,To her dismay she found out the store was closing.,She was devastated.,She had to find a new store.
Christian wanted to learn to bake.,His mother gave him her cookbook.,He picked a recipe that was easy.,He followed the instructions carefully.,He put the cake in the oven to bake and it came out great.
Reggie had to take a statistic course for his college major.,The only availability was with a very poorly rated teacher.,Reggie thought he could do it himself but the teacher made no sense!,He thought he was going to fail a class for the first time.,He made his first friend in the city who helped and he passed!
Val saw Ali enter the museum.,She thought about tripping her but teacher were nearby.,She followed Ali wherever she went.,She saw the look of annoyance on Ali's friends face.,Val was pleased her plan to ruin Ali's day was working.
Sarah lived alone.,She wanted company because she was lonely.,She decided to buy a dog.,The dog was very fluffy.,The dog made Sarah happy.
Kim wanted a license.,He signed up for driving school.,"Every weekend, he took lessons.",Soon he was ready to take his road test.,Kim eagerly signed up for the long-awaited test!
Bethy had never been to a funeral.,But her aunt had died and her mother insisted she attend.,Bethy was afraid she would feel horrible and cry in front of people.,"On the day of the funeral, Bethy heard everyone share happy memories.",Later she felt sad but also happy to share so much love for her aunt.
Julia's parents had just put out the Christmas decorations.,Her favorite was the advent calendar.,Every day one of the kids got to eat a piece of candy.,"When no one was looking, Julia rearranged the candy on the calendar.",She made it so that on her days she got her favorite types of candy.
Carol always wanted to be a bus driver.,She studied her driving test for 3 weeks.,She finally took her bus driving test.,Carol had easily passed her test!,She was excited to finally be a bus driver!
Kim wanted the training wheels off his bike.,His dad agreed to remove them.,So he went out to test his newly-adult bike.,At first he wobbled unsteadily.,But soon he was riding quickly and steadily!
I went to the gas station to get gas for my car.,I saw a fire as soon as i pulled up.,It was coming out of the gas station.,I ran inside to save anyone in there.,"The fire was getting worse, but I saved an old lady who passed out."
Gina came outside to see her niece sitting in the car.,She was playing with the steering wheel.,Gina's dad was nearby watching the car.,Gina began to walk down the street.,"She glanced back at the car one more time, then kept walking."
I had a pet dog.,She was really old.,She started getting cancer on her face.,I had to put her down.,Now my dog is dead.
Jennifer needed to travel for work.,She bought a ticket from New York to Tokyo.,Jennifer also made hotel reservations.,"During her trip, she needed to do a business conference.","After the conference, she enjoyed some tourist spots."
My neighbor used to decorate his house for Christmas.,He used to cover the front of his house with lights.,"One year, he put up more lights than ever.",The whole neighborhood came to his house to see his decorations.,"He stopped decorating his house, after that."
Dylan had always dreamed of being a weather lady.,She went to college to study meteorology.,She worked very hard to learn what she needed to.,"After graduating, she put in many applications.",Dylan landed a job at her favorite news station.
Candi loved to cook.,Her husband was in a car accident.,She found out after she started dinner.,She rushed to the hospital and found out he was fine.,The ham was over cooked.
My friend invited me to his house.,I got in my car and drove for a few hours.,I showed up and we went inside and had a beer.,We watched tv and ate some pizza.,I stayed the night and we talked for a while.
"Last week, Rick's team played in the championship game.","At the start of the third period, the game was tied.",The clock was ticking down and the crowd grew restless.,"With 10 seconds left in the game, Rick scored a goal on a breakaway!",The fans and team celebrated with Rick.
"Billy's mother set his alarm clock, so he could get up on his own.",Billy turned off the alarm as soon as she left.,The morning came and he did not wake up.,His mother came in and poured cold water on him to wake him.,He now keeps his alarm set hoping we wakes before his mother comes.
Cal's hair was very frizzy.,He brushed and brushed but today it just wouldn't lay down.,Cal tried some hairspray and even some gel.,It was all no use at all.,Cal decided he would just wear a hat today.
"It was Gerald's birthday, so his family took him to eat.",They took Gerald to Roscoe's chicken and waffles.,"Gerald ordered the waffles and chicken wings, his favorite food.","On the way there, the server dropped the food and it fell over Gerald.",Gerald was positive so he just laughed it off and ordered more food.
Dia needed ballet shoes.,"She tried to find them, but she had no luck.",She ended up having to order them online.,"When they arrived, she tried them on anxiously.","Luckily, they fit perfectly."
I've always wanted to be able to dunk a basketball.,I can touch the rim but I can't quite get the ball over the rim.,I only need about two more inches to successfully dunk a ball.,I worked out my legs hard for a month and added height to my vertical.,Now I can dunk a basketball easily every time!
Natty had long dreads he wore since he was a young boy.,"One day at school, a bully cut them off with scissors.","Natty spent that evening crying at home, but then he got an idea.","He shaved his head, and felt like a new man.","At school the next day, many girls were checking out Natty's new look."
Milo was a fat boy with a bad temper.,Milo's mother did not know how to discipline him properly at all.,"One day, Milo wanted cookies but his mother said no.",Milo broke his mother's wrist with a wooden spoon in anger.,Milo's mother gave him the cookies out of desperation.
Derek was a great basketball player.,His team had a big game coming up and he was nervous.,Derek practiced free throw shots for days.,The day of the big game was here and he was ready.,"He stood at the hoop, shot the ball, and won the game!"
Tom was in the market for shoes.,He wanted a nice pair of boots to wear to nice restaurants.,He went to the mall.,He browsed for hours.,He found a pair he liked and purchased them.
"One day, Dusty stole a box of cookies from the kitchen.",He took the cookies and ate them in his sister's bedroom.,He hid the box of cookies under his sister's bed.,"When his mom saw that the cookies were missing, she was mad.",Dusty said he stole the cookies and said he would never do it again.
Johann wakes up feeling sleepy.,He decides to make a cup of coffee.,Johann beings by grinding some coffee beans.,He makes a delicious cup of coffee.,Johann is happy not to feel sleepy any longer.
Victor is homeless.,He was able to buy a big bird costume though.,He started to wear it in Times Square in NYC.,He was able to get a decent amount of money.,He would have a long time to wait to get an apartment though.
Jake was playing with friends.,They were on top of a hill.,They all started running down.,Jake lost balance and fell.,He tumbled most of the way down but wasn't hurt.
"Peg wanted to work on a ship, but she hated fishing.","She couldn't navigate or cook, either.",The ship's captain asked what she could do to help him.,"Peg thought very hard, then offered her knot-tying services.",Now she ties the rigging and sails on ocean voyages!
We had a grocery delivery last Friday.,The banana skins were bruised from exposure to the cold.,We froze the bananas.,My wife found a recipe for banana bread on the internet.,We ate tasty banana bread on Sunday.
I am really into bodybuilding and all around fitness.,I have been struggling with my bench press lately though.,I can't seem to be able to put up more than two hundred pounds.,A buddy of mine said to take a week off and then try again.,I did that and it worked well!
I went to my mom's house tonight.,She asked me if I was hungry.,I went to the kitchen to make a sandwich.,Her dog was begging for food.,I gave the dog a piece of bread.
Cass was very thirsty.,"But she wanted dessert too, since dinner had just ended.",Cass decided to handle both problems at once.,She made a thick milkshake.,She drank it to relieve her thirst AND her craving for sweets!
I was using an extension for Chrome called Turk Assist.,It's purpose is to track HITs on Amazon Mechanical Turk.,It also has other functions.,When I cleared my cookies it wiped out its database.,I no longer use such a shoddy piece of software.
Our property has a lot of thorns.,We've been working at cleaning them out.,"My dog has been trying to ""help.""",He got a thorn in his paw.,"After we took it out, he kept bounding through the thorns."
My next door neighbors have moved away.,They had been my friends for many years.,I am sad to lose them.,The new neighbors are moving in this weekend.,I hope I make new friends.
Sam walked along the beach to collect beach glass.,He saw a bright red piece of glass far in the distance.,Sam began to walk towards it when a large wave hit the shore.,The wave moved the glass to somewhere where Sam couldn't find.,He ran to where he thought it was and dug in the sand to no avail.
Adam wanted to own a Jeep.,He saved a few hundred dollars.,Then he went to the dealership.,They took his cash and let him trade in his current car.,Adam got to drive away in a Jeep!
Laura lost her son in a car accident.,Two Year's after the accident it was still fresh in her mind.,She knew that she had to find a way to move past this.,Laura went to talk to a therapist about her sadness.,The therapist explained that her feelings were normal.
A shepherd counted his flock one evening.,He had several more sheep than he had had that morning.,"He checked the brands, to see to whom the new sheep belonged.","They had no brands, though.",He never did figure out where the new sheep came from.
John was running late for class.,He quickly ran across the parking lot on a winter day.,John didn't see the icy patch in the middle of the lot.,"He slipped and fell on the icy patch, causing him to get hurt.",John no longer runs across the parking lot on icy days.
Bill wanted to do something special for Thanksgiving.,Bill decided to attend the Thanksgiving parade for the first time.,Bill loved to see the various entries in the parade.,"In addition, Bill loved to see the smiling faces along the route.",Bill had a great time at the annual Thanksgiving parade.
Charles feels alone in a cruel world.,The reason why is he read a book about republican politics.,They tore down the World Trade Center before.,They also had a crooked ring called The Syndicate.,Charles realized nine-eleven was an inside job and felt so alone.
I had to replace the light socket in the old garage door opener.,"Frustratingly, the garage door opener shorted out.",I bought a new garage door opener.,It took 5 hours to put it together and install it.,"Fortunately, the new opener was quieter than the old one."
Gina's brother Jay had pushed his father.,His father pushed him back.,A full blown fight erupted.,"Upstairs, Gina could hear the sounds of the tussle.",She woke her mother to go and stop the fight.
Mike was digging up his yard to plant a garden.,His shovel went into the earth then suddenly stopped.,He dug around the obstruction to see it.,It was a human skull.,He tossed the skull far away and kept digging.
Jenny looked forward to her weekly library trips with her mother.,"This week, Jenny was planning to get a Nancy Drew book!","When they got to the library, Jenny ran inside to search the shelves.","To her dismay, the book had been checked out!","Although she was disappointed, she found another book to read."
Tim has never cooked for his family.,"He was nervous, but decided to follow an old family recipe.",His grandma used to tell him anybody could make this good.,He made the whole meal for his family in one hour.,They all loved it and said that Tim is a pro!
Rowan was really nervous about her first school dance.,She didn't think she was good at dancing.,Her mom wanted her to feel confident.,She signed her up for some lessons.,It made all the difference!
Sarah saw a beautiful butterfly outside.,So she decided to catch it.,She kept it in a large glass jar.,But she felt sad because it was more beautiful outside.,"She decided to let it free, even if she would never see it again."
Travis grew up in a fishing village.,The village was running low on fish.,Travis set out to find the biggest catch of fish.,"After three days at sea, Travis had a huge catch.",Travis returned to the village as a hero.
Suz was preparing to run a marathon.,She trained for nine months.,She woke up at five every morning to run six miles.,She ended up finishing first in the marathon!,Suz's training paid off.
Billy needed to make some money.,He decided on Friday night he would work from home.,Turning his computer on he realized there was a lot of work up!,It didn't take him long to get into the swing of things.,"Before he knew it, he was working his butt off and making money."
I needed some new boots for the winter.,I decided on some camel colored boots.,I went to the store to find them yesterday.,"After I found the, I bought them and put them on.",They were perfect!
Scarlet was a pirate ship's parrot.,She loved her job.,"If the crew was bored, she told jokes and performed tricks.","When they attacked another ship, she hurled insults at the enemy.","Best of all, she ate exotic island fruits and seeds every day!"
I was analyzing some data for my statistics project.,"For some reason, the correlation coefficients were wrong.",I decided to figure out what the source of the problem was.,I realized my data frame was incorrectly structured.,I fixed the program and the coefficients were correct!
Ashley has always wanted to become a great cook.,She cooks generic dinners now but nothing above average.,She took a summer cooking course that taught her a lot of new things.,She has already become a much better and more diverse cooker.,She was so happy that she signed up for three more classes!
I was bored.,I decided to play with some matches.,I accidentally set someone's house on fire.,I was arrested and sentenced to prison for arson.,I learned that I shouldn't play with matches.
Leslie works for the parks department.,At a town meeting people were upset about a pit.,She met a new friend there.,Leslie promised to take care of it.,Leslie started working on getting the pit filled.
Carl was 6 foot 2 and weighed 220 pounds.,He was a harry black man and didn't think he was handsome.,His two friends said he really needed a girlfriend.,They forced him to approach a girl he thought was cute.,He approached a white girl in a hallway and she hollered in fear.
Cindy use to work for a call center.,She was a very hard worker.,One day she got a call from a grumpy old man.,The man chewed her out for no reason.,Cindy ended up quitting her job.
Charles was on a cruise ship bound for Alaska.,He always wanted to view the Majesty of the great north.,The cruise ship slid through the icy Alaskan sea.,A large whale surfaced near the ship.,Charles was in awe of the majesty as he snapped photo after photo.
Sue loves to eat ice cream.,She decided to open up an ice cream shop.,She gives her customers many options.,She also offers a free ice cream of the month club.,Sue loves having an ice cream shop.
Fred and his team were gearing up for the soccer game.,Fred was very nervous.,As he got on the field it was a close game.,Both teams vied for the winning point.,Luckily Fred's team won.
I was six and it was Christmas and I'd already opened all my presents.,"Very happy, I kissed mom and dad and went upstairs to my bedroom.",I got in my nice soft bed then remembered I'd forgotten something,So I got out of bed to walk to the bathroom.,"And then I'd swear, I saw mama kissing Santa Claus."
Roger wanted to play tennis as well as Roger Federer.,Roger was blind though.,He would listen for the sound of the ball bouncing.,Then he would chase the ball and hit it.,No one ever told Roger all his balls never landed in the court.
Lynda packed up her belongings.,She'd won a house and was moving to another state.,"Upon arrival, she was hit with a rather sudden realization.","She owed property taxes, and had to pay up front!","Lynda  protested, but ended up paying them all."
Bill wrote a book.,He sent the book to a book publisher.,The publisher read his book and liked it.,He offered to publish Bill's book.,Bill became a famous author.
Audrey was afraid to try new foods.,Her parents would take her to different restaurants often.,Audrey never liked any of them or what they offered.,One day they took her to Chipotle.,Audrey surprisingly fell in love with their restaurant and food.
Little Timmy wanted to grow up to be a race car driver.,He always dreamed of joining F1 racing.,On his seventh birthday his parents bought him a set of toy cars.,He loved them.,He still plays with them to this day.
John decided to form a band.,He asked all his friends if they wanted to join his band.,A few wanted to join but did not know how to play instruments.,John taught his friends how to play.,Now they have a successful band.
Our granddaughter came to visit in October of 2014.,We walked across the street to the playground.,She met a friend and played.,Her mom took her on the slide.,We had a fun time.
Two people were killed in the big city today!,All they were doing was getting gas.,I'm getting scared to go out.,I need to increase my security.,I will get a guard dog.
There was a rumour in town that there was pirate gold under the lake.,A diver jumped in one day to look for it.,In the lowest part of the lake he found a chest with a lock.,He brought it back to the surface to open.,The chest was full of rocks so he locked it up and tossed it back in.
"Glancing at her watch, Gail became agitated.","Hearing her stomach growl, Gail decided to wait ten more minutes.","Nine minutes later, the waitress served Gail her dinner order.","Finding the food ice cold, Gail burst into tears.","Sobbing, Gail poured ketchup on the cold french fries."
Riley loved grape flavored candy.,Justin decided to impress Riley with lots of grape candy.,"Sadly, this made Riley very uncomfortable.",She gave all the candy to her friends.,Justin never tried to give Riley a gift again.
I wanted to get a haircut.,"So, I went to the local salon.",I asked the hairdresser to cut my hair any way she liked.,She was wary of my request but she obliged.,She cut my hair wonderfully!
Boris wanted the new video game.,"But, he didn't have enough money.",He decided to sell his baseball cards.,After a week he finally sold enough cards.,He went to the store and bought the game.
Kate is very clumsy by nature.,She tends to walk slowly in hopes that she won't do something painful.,"Last weekend, she was in a hurry and stepped right off a curb.",She twisted her ankle.,She had to ice it and keep her foot up for a few days.
Vicky has needed a new pair of shoes for months.,She has avoided buying new shoes because her feet smell so bad.,One day she summons the courage to go to the shoe store.,She takes off her shoes to try on a pair and the smell is awful.,"Luckily it only lasts a minute, and she has her new pair of shoes on."
Theresa loved cold weather.,She lived in Texas where the weather was not cold.,Theresa looked for jobs in Colorado where the weather was very cold.,"After a while, she accepted a job in Denver and moved there.",Theresa was able to enjoy the cold much of the year in Denver.
Jade wanted a custom designed wedding ring.,Her fiance took her to the jewelry store.,She picked out designs she liked.,Then she selected her stone.,Jade was so thrilled to get her one-of-a-kind wedding ring!
Jill and Mike loved to play in the rain.,"Whenever it rained, Jill and Mike would come to the porch.",The rain would cover the side of the porch.,Jill and Mike used to pretend they were walking along the beach.,Jill and Mike played a lot of pretend games on the rain.
The old lady next door was ill.,You could see it in her face as she left her home to go to the doctor.,She looked worn out.,"She lived alone, and her only companion was a dog.","Gina worried she would die in that house alone, and no one would know."
Amy was on a late night drive.,She passed a sign that said Welcome to Ebenezer.,Amy knew she was very lost!,So she pulled into a gas station and asked for directions.,It turned out she had come fifty miles from home!
Ellen had a loose stone on her engagement ring.,She took it to the jeweler to have it fixed.,"When she picked it up, he asked if she knew the diamonds were fake.",She had been married for 10 years and thought the stones were real.,Her husband confessed he had bought her fake diamonds!
I came to school drowsy since I spent all night studying for exams.,"After taking the exams, I decided to get together with a few friends.",We decided to hang out around campus before going home.,"After the school closed, I said goodbye to everyone.",We took our phone numbers down to arrange another meet up.
Dan was hungry for his lunch.,He went to the break room to get his sandwich.,When he opened the refrigerator he saw his sandwich was gone.,He started looking for the sandwich thief.,He saw his enemy Tim eating his sandwich.
Shelly was very good at finding deals.,She was so good her friends started hiring her to find them deals.,She was trying to find an outfit for Daisy to wear to a date.,She scoured every thrift store and sales rack.,She found Daisy a gorgeous dress for ten percent retail!
George entered a dance contest.,He expected that everyone had the kind of energy that he has.,"George danced with all his might, and frightened the other dancers.",The other dancers decided that he was too hyped.,George was removed from the premises.
Jim Malone was a science teacher with a passion for music.,"Jim taught at a school for gifted, but less fortunate kids.",The school recently lost their musical director.,If they could not find a replacement they would close the program.,Jim became the new musical director.
The dealer just turned over a card that won a player a lot of money.,As a result the dealer became jittery.,He tried to shuffle the cards but he dropped the deck.,Cards went all over the table.,A player secretly picked up a card and marked it before returning it.
There was a popular TV show.,It was about a power struggle.,The power struggle between 7 kingdoms.,The couple used to watch this show all the time.,That was until the day they didn't pay the TV bill and we're cut off.
Today was the first day of Matt's diet.,He went almost all day without eating.,He only ate something small in the morning.,He was quite hungry but sort of enjoyed the feeling.,He was usually so full that being hungry was a new feeling for him.
The Wilson family just moved to their new home.,They were in a new area that was prone to tornadoes.,They weren't familiar with them.,They ignored the warnings of one heading their way.,Their house was destroyed and they all died.
I've always loved to eat seafood.,I recently went to an aquarium.,I realized how beautiful fish are when they're still alive.,I felt guilty.,I no longer eat fish.
Lance gave his friend money for beer.,He specifically said get the cheap kind and give him change.,When they friend came back they had tons of expensive beer.,Lance was about to freak out before he got all his money back.,His friend decided to just steal good beer instead.
Matt and his girlfriend went to Yosemite last May.,His girlfriend hoped to see a lot of wildlife.,They bought a fauna pamphlet and trail guide.,"They saw bears, deer and two coyotes.",They had a wonderful trip and are excited to return.
"One day, my dog would not stop barking.",We went outside to see what he was barking at.,"Suddenly, we saw a snake on our front porch.",The dog was going nuts!,"Finally, the snake left."
I threw out my mirror because I didn't care how others saw me.,I dug it out of the trash when I met a pretty girl.,She said she liked the rough look I had.,I gave her my number and asked her to call me.,She said she didn't have a phone and just to write.
Robert was a mischievous boy.,His parents told him not to play near the ant hills in the backyard.,Robert ignored their warning and approached the ant hill with malice.,"Robert started smashing the hill, causing the ants to land on Robert.","The ants bit Robert, causing him to remember his parent's warning."
Kya stole a wallet from a girl in her class.,At first she was proud of her acquisition.,But then she began to feel guilty.,Kya returned the wallet to the girl she'd stolen it from.,She felt relieved after she returned it.
Jill hated her house.,She wanted to move to Bolivia with her cousin.,Her mother showed her a slideshow of the great town she lived in.,Jill liked the slideshow.,She decided she would like to stay where she was.
Rachel was riding her new bike for the first time.,She was excited to try it.,She took off the training wheels and hopped on.,"As she got on, she immediately lost balance and fell.",She scraped her knee but thankfully it was benign.
Mia thought she was allergic to bees.,Then one day she was stung by one.,"It hurt, but her arm didn't swell.",Mia had no allergic reaction at all!,She realized she must have outgrown her allergy.
Jason craved a cold glass of water.,He was thirsty from exercising.,Jason remembered he put a bottle of water in the fridge.,He went to the kitchen.,He drank the cold water from the bottle in the fridge.
My teacher announced an important test.,I went home and began to study.,"After a week of studying, the test day came.",I sat down and worked hard on the test.,"After finishing the test, I was given a good score."
Billy and John played out in the snow for hours.,They didn't realize how cold they had gotten.,"When they went inside, Billy's mom had hot cocoa for them.",It felt really good warming up their hands.,And it tasted even better than it felt.
"Mary had always gotten good grades in school, but failed a test.",She was sad when she saw she had been given a F.,Mary cried when she saw the bad grade.,Mary asked the teacher if she could take the test again.,The teacher agreed and let her take the test again for a better grade.
Larry had to stay late at work again.,His wife was upset over it.,When he got home she was asleep.,The food was cold and there was nothing to do.,He just drank a beer and passed out.
Bill loved the park.,There was only one problem.,He was afraid of the big slide.,His friends loved the big slide.,He finally tried it and had a blast.
Neil went to a celebration with his Vietnamese friend.,It was a party to celebrate the new year.,"It was called Tet, and Neil loved it.",He especially enjoyed the food and gifts!,He couldn't wait for Tet again next year!
Jill had a messy room.,She did not have time to clean it.,She left candy and papers everywhere.,One day she stayed home sick.,She was able to clean the whole room on her sick day.
One day Megan found a toad hopping around the bushes.,"She thought it was cute, so she decided to pick it up.","She did, and the toad peed all over her hand!",She certainly hadn't expected that to happen!,Megan decided not to pick up any more toads.
Jacob was a skateboarder.,"He wanted to impress his friends, who were also skaters.","In order to do that, Jacob tried to kickflip down a set of 6 stairs.","Jacob landed on his ankle wrong, and was unable to stand back up.",Jacob had to go to the hospital to get his ankle x-rayed.
Jon was good at chess.,He challenged his friend to a game.,"Alas, he did not know his friend was better at chess.",Jon and his friend fought hard.,"Eventually, Jon lost the game."
I was vacationing in Indonesia.,I decided to go to the fruit market.,I saw a kiwi.,I had never had a kiwi before.,I bought it and it was very tasty.
I applied for an entry level job.,The hiring manager called me.,She withdrew my application because I didn't have experience.,I told her that's why I applied for an entry level job.,She hung up and I realized that I needed experience to get a job.
I was playing guitar in my room.,I bent the string for a vibrato effect.,"Suddenly, I felt a pop and a slap in the face.","The guitar string broke, so I removed it from the guitar.",I grabbed a replacement string and went back to playing.
My mom saw several dishes in the sink.,She asked my siblings and I if any of us caused the pile.,"Although all of us said no, my mom assumed it was my brother.",She ended up grounding him for a month.,I kept my mouth shut since I was the one who created the dishes.
I have been a vegan for several years.,I am passionate about veganism.,I recently met a very nice boy.,"Unfortunately, he loves wearing leather jackets.",Things are not working out for our relationship.
Ben had been invited to a concert with his friends.,But he'd never been to a concert and he was nervous!,He considered declining the invitation.,"Finally, his friends convinced him to go.",Ben went with them and ended up having a great time!
Matt really wanted a new video game.,He didn't have enough money to buy it.,He decided to try making money online.,"It took him several months, but he eventually earned enough money.",He bought the new video game and was very happy.
Tim was frustrated because he had to still do his calculus homework.,He looked at it for hours confused as to where to even start.,He asked his father for advice.,His father instructed him to go to a website with various tutorials.,Tim was able to grasp the concepts and receive a passing grade.
Beth was riding her bike at the park near her house.,The path wound into the woods all around the park.,While riding a family of iguanas darted onto the path.,Beth quickly stopped the bike so she didn't hit them.,The mother and her babies looked up then continued on their way.
Bernie had no family and no friends.,He was a very sad and lonely man.,He spent most of his time alone in his apartment.,One day he decided to learn the guitar.,Now Bernie plays blues songs and wallows in his self-pity daily.
Jane heard that a carnival was coming to her small town.,She wondered how she could make money for the rides.,She saw a sign advertising a turtle race at the carnival.,Jane caught turtles to sell before the race.,She made enough money to ride all day and night.
Josh loves to eat crepes.,His mom always made them for him.,His girlfriend wanted to make them for him.,She learned a recipe.,He was impressed with her efforts and they were great.
I wanted to go to Hawaii.,I decided to ask my boss for some time off.,She told me no.,I quit my job.,"Now, I could go to Hawaii."
"Tina, a teenager, is amused with how popular her mother is.",Her mother released a Rap album in the early nineties.,The first day of ninth grade Tina had to introduce herself in class.,Tina introduced herself and said the teacher already knew her.,"Her teacher asked how, and Tina told him who was her mother."
Ken left his house in a rush one morning.,He heard his door creak as he slammed it shut.,This bothered Ken a lot.,When he got home he took out a can of oil.,Ken oiled the door hinge so it didn't make any noise.
My dog was not acting like herself.,I took her to the vet.,The vet said she was very sick.,I had to give her medicine every day.,My dog recovered quickly.
Chris decided to get a new phone.,He couldn't decide if he wanted an iPhone or and Android.,The store clerk suggested he go with an iPhone.,Chris decided to go with the iPhone.,His credit card was declined unfortunately.
Addison had wanted to get a duck for the farm.,Her parents took her to an agricultural show.,She learned about how to care and feed ducks.,Her parents bought her six baby ducks.,"After building a coop, Addison has made the ducks a happy home."
Bob's parents grounded him.,He decided to run away from home.,He packed his clothes and some water and left.,"After a few hours, he realized he needed his parents.",He came back home but his parents didn't even know he left.
"Al and Ann, twins, loved their dad very much.","But when he got Alzheimer's, neither could help him.",The twins had a small home and agreed a nursing home would be best.,"Then Al remembered how their dad had raised them, alone, for 18 years.","Shamed, he and Ann agreed that their dad should move in with them."
The writer stared at the blank page.,Nothing was coming to him today.,"But, finally, he had a flash of inspiration.",He set to typing furiously.,"By morning's end, he had crafted five exquisite sentences."
